host_species,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,diseases,has_pilot_disease,pilot_diseases,has_pilot_include_disease,pilot_include_diseases,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation
Calomys musculinus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Argentine hemorrhagic fever; Saint Louis encephalitis,TRUE,Argentine hemorrhagic fever,TRUE,Argentine hemorrhagic fever,0,3,2,0,5
Calomys tener,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Andes hantavirus infection,FALSE,,FALSE,,0,1,0,0,1
Caluromys derbianus,Chordata,Mammalia,Didelphimorphia,Didelphidae,FALSE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,0,1,0
Caluromys philander,Chordata,Mammalia,Didelphimorphia,Didelphidae,TRUE,Dengue; Mayaro virus disease,TRUE,Dengue,TRUE,Dengue,0,1,0,1,1
Calypte costae,Chordata,Aves,Caprimulgiformes,Trochilidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Camelus bactrianus,Chordata,Mammalia,Artiodactyla,Camelidae,FALSE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,7,1,1,8
Camelus dromedarius,Chordata,Mammalia,Artiodactyla,Camelidae,TRUE,African horse sickness; Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lumpy skin disease; Melioidosis; Middle East Respiratory Syndrome (MERS); O'nyong-nyong fever; Rabies; Rift Valley fever; West Nile fever,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rift Valley fever; West Nile fever,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Rift Valley fever; West Nile fever,1,10,4,5,14
Canis adustus,Chordata,Mammalia,Carnivora,Canidae,FALSE,African horse sickness; Bluetongue; Rabies,FALSE,,FALSE,,0,1,1,3,2
Canis aureus,Chordata,Mammalia,Carnivora,Canidae,TRUE,Bluetongue; Human monocytic ehrlichiosis; Indian tick typhus; Rabies,FALSE,,FALSE,,0,1,1,3,2
Canis latrans,Chordata,Mammalia,Carnivora,Canidae,TRUE,Brazilian spotted fever; Colorado tick fever; Eastern equine encephalitis; Human monocytic ehrlichiosis; Plague; Powassan virus disease; Q fever; Rabies; Saint Louis encephalitis; Tularemia; Venezuelan equine encephalitis; West Nile fever,TRUE,Plague; Venezuelan equine encephalitis; West Nile fever,TRUE,Plague; West Nile fever,2,2,1,10,3
Canis lupus,Chordata,Mammalia,Carnivora,Canidae,TRUE,African horse sickness; Anthrax; Babesiosis due to Babesia microti; Barmah Forest virus disease; Baylisascariasis; Bluetongue; Borna disease (encephalitis); Brazilian spotted fever; Chagas disease; Crimean-Congo hemorrhagic fever; Dengue; Everglades virus disease; Hepatitis E; Human monocytic ehrlichiosis; Indian tick typhus; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Irkut lyssavirus infection; Japanese encephalitis; Klebsiella infection (pneumonia sepsis); La Crosse encephalitis; Lassa fever; Mpox (Monkeypox); Murine typhus; Murray Valley encephalitis; Nipah virus disease; Non-typhoidal salmonellosis; Plague; Q fever; Rabies; Ross River virus disease; Saint Louis encephalitis; Scrub typhus; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Tularemia; Venezuelan equine encephalitis; West Nile fever,TRUE,Borna disease (encephalitis); Crimean-Congo hemorrhagic fever; Dengue; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Mpox (Monkeypox); Nipah virus disease; Non-typhoidal salmonellosis; Plague; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Venezuelan equine encephalitis; West Nile fever,TRUE,Crimean-Congo hemorrhagic fever; Dengue; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Nipah virus disease; Plague; Tick-borne encephalitis; West Nile fever,18,34,0,12,34
Canis mesomelas,Chordata,Mammalia,Carnivora,Canidae,FALSE,African horse sickness; Anthrax; Bluetongue; Rabies; Rift Valley fever,TRUE,Rift Valley fever,TRUE,Rift Valley fever,1,1,2,4,3
Canis simensis,Chordata,Mammalia,Carnivora,Canidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,1,2
Capra aegagrus,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,0,1
Capra hircus,Chordata,Mammalia,Artiodactyla,Bovidae,TRUE,African horse sickness; Anthrax; Bluetongue; Chagas disease; Crimean-Congo hemorrhagic fever; Epizootic haemorrhagic disease; Hepatitis E; Human monocytic ehrlichiosis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Japanese encephalitis; Lassa fever; Lumpy skin disease; Melioidosis; Middle East Respiratory Syndrome (MERS); Nipah virus disease; Non-typhoidal salmonellosis; O'nyong-nyong fever; Q fever; Rabies; Rift Valley fever; Ross River virus disease; Schmallenberg disease; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Venezuelan equine encephalitis,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Middle East Respiratory Syndrome (MERS); Nipah virus disease; Non-typhoidal salmonellosis; Rift Valley fever; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Venezuelan equine encephalitis,TRUE,Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Nipah virus disease; Rift Valley fever; Tick-borne encephalitis,11,22,8,13,30
Capra ibex,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Capra nubiana,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,1,0,1
Capra pyrenaica,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,1,0,1,1
Capreolus capreolus,Chordata,Mammalia,Artiodactyla,Cervidae,TRUE,Anthrax; Bluetongue; Hepatitis E; Q fever; Schmallenberg disease; Tick-borne encephalitis; Tularemia; West Nile fever,TRUE,Hepatitis E; Tick-borne encephalitis; West Nile fever,TRUE,Hepatitis E; Tick-borne encephalitis; West Nile fever,0,4,0,6,4
Capricornis milneedwardsii,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,0,1,0,0,1
Capricornis rubidus,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Lumpy skin disease,FALSE,,FALSE,,0,1,0,0,1
Capricornis sumatraensis,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Melioidosis,FALSE,,FALSE,,0,0,1,0,1
Caprimulgus europaeus,Chordata,Aves,Caprimulgiformes,Caprimulgidae,FALSE,Q fever,FALSE,,FALSE,,0,1,0,0,1
Caracal caracal,Chordata,Mammalia,Carnivora,Felidae,FALSE,Anthrax; Rabies,FALSE,,FALSE,,0,1,1,0,2
Caracara plancus,Chordata,Aves,Falconiformes,Falconidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Cardinalis cardinalis,Chordata,Aves,Passeriformes,Cardinalidae,TRUE,Brazilian spotted fever; Eastern equine encephalitis; Saint Louis encephalitis; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,3,1,2,4
Carduelis carduelis,Chordata,Aves,Passeriformes,Fringillidae,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,2,0,0,2
Carollia brevicauda,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Dengue; Venezuelan equine encephalitis,TRUE,Dengue; Venezuelan equine encephalitis,TRUE,Dengue,0,1,0,1,1
Carollia perspicillata,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Andes hantavirus infection; Chagas disease; Dengue; Eastern equine encephalitis; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Venezuelan equine encephalitis; Yellow fever,TRUE,Dengue; Venezuelan equine encephalitis; Yellow fever,TRUE,Dengue; Yellow fever,0,5,2,6,7
Carollia subrufa,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,0,1,0
Carpodacus erythrinus,Chordata,Aves,Passeriformes,Fringillidae,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,1,0,0,1
Castor canadensis,Chordata,Mammalia,Rodentia,Castoridae,FALSE,Rabies; Tularemia,FALSE,,FALSE,,0,0,2,0,2
Castor fiber,Chordata,Mammalia,Rodentia,Castoridae,TRUE,Borna disease (encephalitis); Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Borna disease (encephalitis); Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,4,0,0,4
Cathartes aura,Chordata,Aves,Cathartiformes,Cathartidae,TRUE,Everglades virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Q fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,2,2
Catharus fuscescens,Chordata,Aves,Passeriformes,Turdidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Catharus guttatus,Chordata,Aves,Passeriformes,Turdidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Catharus ustulatus,Chordata,Aves,Passeriformes,Turdidae,TRUE,Eastern equine encephalitis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,1,0,5
Catopuma temminckii,Chordata,Mammalia,Carnivora,Felidae,FALSE,Anthrax,FALSE,,FALSE,,1,0,0,0,0
Cavia porcellus,Chordata,Mammalia,Rodentia,Caviidae,TRUE,Ebola virus disease; Lassa fever; Marburg virus disease; Non-typhoidal salmonellosis,TRUE,Ebola virus disease; Lassa fever; Marburg virus disease; Non-typhoidal salmonellosis,TRUE,Ebola virus disease; Lassa fever; Marburg virus disease,0,4,1,0,5
Cebuella pygmaea,Chordata,Mammalia,Primates,Cebidae,FALSE,Chagas disease,FALSE,,FALSE,,0,0,0,1,0
Cebus albifrons,Chordata,Mammalia,Primates,Cebidae,TRUE,Chagas disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,1,4,0,1,4
Cebus capucinus,Chordata,Mammalia,Primates,Cebidae,TRUE,Chagas disease,FALSE,,FALSE,,1,0,1,0,1
Cebus olivaceus,Chordata,Mammalia,Primates,Cebidae,TRUE,Oropouche fever,TRUE,Oropouche fever,FALSE,,0,0,1,0,1
Centrocercus urophasianus,Chordata,Aves,Galliformes,Phasianidae,TRUE,Tularemia; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,0,2,0,2
Centropus phasianinus,Chordata,Aves,Cuculiformes,Centropidae,FALSE,Murray Valley encephalitis,FALSE,,FALSE,,0,0,1,0,1
Cephalophorus leucogaster,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue; O'nyong-nyong fever,FALSE,,FALSE,,0,0,0,2,0
Cephalophorus niger,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalophorus nigrifrons,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalophorus rufilatus,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalophorus weynsi,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalophula zebra,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalophus callipygus,Chordata,Mammalia,Artiodactyla,Bovidae,TRUE,Ebola virus disease; Rift Valley fever,TRUE,Ebola virus disease; Rift Valley fever,TRUE,Ebola virus disease; Rift Valley fever,0,2,0,0,2
Cephalophus dorsalis,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue; O'nyong-nyong fever,FALSE,,FALSE,,0,0,0,2,0
Cephalophus silvicultor,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Cephalorhynchus eutropia,Chordata,Mammalia,Artiodactyla,Delphinidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ceratotherium simum,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,TRUE,African horse sickness; Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Epizootic haemorrhagic disease; Rift Valley fever; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Crimean-Congo hemorrhagic fever; Rift Valley fever; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Crimean-Congo hemorrhagic fever; Rift Valley fever,1,3,0,5,3
Cercocebus atys,Chordata,Mammalia,Primates,Cercopithecidae,TRUE,Mpox (Monkeypox); West Nile fever,TRUE,Mpox (Monkeypox); West Nile fever,TRUE,West Nile fever,0,1,0,1,1
Cercocebus galeritus,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,0,0,0,1,0
Cercopithecus ascanius,Chordata,Mammalia,Primates,Cercopithecidae,TRUE,Chikungunya fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mpox (Monkeypox); Yellow fever,TRUE,Chikungunya fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mpox (Monkeypox); Yellow fever,TRUE,Chikungunya fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Yellow fever,3,1,0,5,1
Cercopithecus diana,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Tularemia; Yellow fever,TRUE,Yellow fever,TRUE,Yellow fever,1,1,0,0,1
Cercopithecus hamlyni,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,0,0,0,1,0
Cercopithecus mitis kandti,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Cercopithecus mona,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox); Yellow fever,TRUE,Mpox (Monkeypox); Yellow fever,TRUE,Yellow fever,1,0,0,2,0
Cercopithecus nictitans,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox); Tularemia; West Nile fever; Yellow fever,TRUE,Mpox (Monkeypox); West Nile fever; Yellow fever,TRUE,West Nile fever; Yellow fever,1,0,1,2,1
Cercopithecus petaurista,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,1,0,0,1,0
Cercopithecus pogonias,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,0,0,0,1,0
Cerdocyon thous,Chordata,Mammalia,Carnivora,Canidae,TRUE,Rabies,FALSE,,FALSE,,1,1,1,1,2
Cereopsis novaehollandiae,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,3,0,0,3
Cerradomys subflavus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Plague,TRUE,Plague,TRUE,Plague,0,1,0,0,1
Cervus elaphus,Chordata,Mammalia,Artiodactyla,Cervidae,TRUE,Anthrax; Bluetongue; Colorado tick fever; Epizootic haemorrhagic disease; Hepatitis E; Non-typhoidal salmonellosis; Q fever; Rabies; Schmallenberg disease; Tick-borne encephalitis; Tularemia; West Nile fever,TRUE,Hepatitis E; Non-typhoidal salmonellosis; Tick-borne encephalitis; West Nile fever,TRUE,Hepatitis E; Tick-borne encephalitis; West Nile fever,2,6,3,10,9
Cervus nippon,Chordata,Mammalia,Artiodactyla,Cervidae,TRUE,Bluetongue; Epizootic haemorrhagic disease; Hepatitis E; Human monocytic ehrlichiosis; Melioidosis; Q fever; Rabies; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hepatitis E; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hepatitis E,2,6,2,4,8
Chaetodipus hispidus,Chordata,Mammalia,Rodentia,Heteromyidae,FALSE,Hantavirus pulmonary syndrome; Sin Nombre hantavirus infection,TRUE,Hantavirus pulmonary syndrome,TRUE,Hantavirus pulmonary syndrome,0,0,0,2,0
Chalcophaps indica,Chordata,Aves,Columbiformes,Columbidae,TRUE,Alkhumra hemorrhagic fever; Kyasanur Forest disease,FALSE,,FALSE,,0,0,0,2,0
Chamaeleo calyptratus,Chordata,Reptilia,Squamata,Chamaeleonidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Charadrius melodus,Chordata,Aves,Charadriiformes,Charadriidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,2,0,0,2
Chelodina oblonga,Chordata,Reptilia,Testudines,Chelidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Chenonetta jubata,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chinchilla lanigera,Chordata,Mammalia,Rodentia,Chinchillidae,TRUE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,0,0,0,1,0
Chlamydosaurus kingii,Chordata,Reptilia,Squamata,Agamidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Chlamydotis undulata,Chordata,Aves,Otidiformes,Otididae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chlidonias hybrida,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Chlidonias leucopterus,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chloephaga picta,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chloris chloris,Chordata,Aves,Passeriformes,Fringillidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Non-typhoidal salmonellosis; Tick-borne encephalitis,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Non-typhoidal salmonellosis; Tick-borne encephalitis,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Tick-borne encephalitis,0,3,1,0,4
Chloris sinica,Chordata,Aves,Passeriformes,Fringillidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chlorocebus aethiops,Chordata,Mammalia,Primates,Cercopithecidae,TRUE,Anthrax; Chikungunya fever; Dengue; Marburg virus disease; Mpox (Monkeypox); Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19; Tularemia; Yellow fever; Zika virus disease,TRUE,Chikungunya fever; Dengue; Marburg virus disease; Mpox (Monkeypox); Severe Acute Respiratory Syndrome (SARS); COVID-19; Yellow fever; Zika virus disease,TRUE,Chikungunya fever; Dengue; Marburg virus disease; Yellow fever; Zika virus disease,3,9,4,2,13
Chlorocebus pygerythrus,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,Chikungunya fever; Indian tick typhus,TRUE,Chikungunya fever,TRUE,Chikungunya fever,0,0,0,2,0
Chlorocebus sabaeus,Chordata,Mammalia,Primates,Cercopithecidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Choloepus didactylus,Chordata,Mammalia,Pilosa,Megalonychidae,TRUE,Mayaro virus disease; Yellow fever,TRUE,Yellow fever,TRUE,Yellow fever,0,0,0,2,0
Choloepus hoffmanni,Chordata,Mammalia,Pilosa,Megalonychidae,FALSE,Mayaro virus disease; Saint Louis encephalitis,FALSE,,FALSE,,0,0,0,2,0
Chroicocephalus brunnicephalus,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Chroicocephalus cirrocephalus,Chordata,Aves,Charadriiformes,Laridae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chroicocephalus genei,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chroicocephalus maculipennis,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chroicocephalus novaehollandiae,Chordata,Aves,Charadriiformes,Laridae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Chroicocephalus philadelphia,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Chroicocephalus ridibundus,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Tularemia; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,5,3,1,8
Chrotogale owstoni,Chordata,Mammalia,Carnivora,Viverridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,2,0,2
Chrotopterus auritus,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,Chagas disease; Rabies,FALSE,,FALSE,,1,1,1,0,2
Chrysocyon brachyurus,Chordata,Mammalia,Carnivora,Canidae,TRUE,Rabies,FALSE,,FALSE,,1,1,1,1,2
Chrysolophus pictus,Chordata,Aves,Galliformes,Phasianidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Ciconia ciconia,Chordata,Aves,Ciconiiformes,Ciconiidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Q fever; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,5,1,0,6
Cinclus cinclus,Chordata,Aves,Passeriformes,Cinclidae,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,1,0,0,1
